Item  Code,Description,CG,SCG,Year,Team
100158,Sparkling wine item 100158,02 - Sparkling wine,04 - Sparkling wine subgroup 4,2030,SST
100158,Sparkling wine item 100158,02 - Sparkling wine,04 - Sparkling wine subgroup 4,2031,SST
100074,Frozen item 100074,08 - Frozen,04 - Frozen subgroup 4,2027,SST
100074,Frozen item 100074,08 - Frozen,04 - Frozen subgroup 4,2028,VCO
100074,Frozen item 100074,08 - Frozen,04 - Frozen subgroup 4,2029,VCO
100074,Frozen item 100074,08 - Frozen,04 - Frozen subgroup 4,2030,SST
100074,Frozen item 100074,08 - Frozen,04 - Frozen subgroup 4,2031,SST
100042,Confectionery item 100042,10 - Confectionery,02 - Confectionery subgroup 2,2027,SST
100042,Confectionery item 100042,10 - Confectionery,02 - Confectionery subgroup 2,2028,SST
100042,Confectionery item 100042,10 - Confectionery,02 - Confectionery subgroup 2,2029,SST
100042,Confectionery item 100042,10 - Confectionery,02 - Confectionery subgroup 2,2030,
100042,Confectionery item 100042,10 - Confectionery,02 - Confectionery subgroup 2,2031,
100165,Seafood item 100165,12 - Seafood,02 - Seafood subgroup 2,2027,SST
100165,Seafood item 100165,12 - Seafood,02 - Seafood subgroup 2,2028,
100165,Seafood item 100165,12 - Seafood,02 - Seafood subgroup 2,2029,VCO
100165,Seafood item 100165,12 - Seafood,02 - Seafood subgroup 2,2030,
100165,Seafood item 100165,12 - Seafood,02 - Seafood subgroup 2,2031,VCO
100153,Wine item 100153,03 - Wine,03 - Wine subgroup 3,2027,VCO
100153,Wine item 100153,03 - Wine,03 - Wine subgroup 3,2028,VCO
100153,Wine item 100153,03 - Wine,03 - Wine subgroup 3,2029,
100153,Wine item 100153,03 - Wine,03 - Wine subgroup 3,2030,VCO
100153,Wine item 100153,03 - Wine,03 - Wine subgroup 3,2031,
100119,Dairy item 100119,05 - Dairy,05 - Dairy subgroup 5,2027,
100119,Dairy item 100119,05 - Dairy,05 - Dairy subgroup 5,2028,SST
100119,Dairy item 100119,05 - Dairy,05 - Dairy subgroup 5,2029,SST
100119,Dairy item 100119,05 - Dairy,05 - Dairy subgroup 5,2030,SST
100119,Dairy item 100119,05 - Dairy,05 - Dairy subgroup 5,2031,VCO
100117,Wine item 100117,03 - Wine,05 - Wine subgroup 5,2027,
100117,Wine item 100117,03 - Wine,05 - Wine subgroup 5,2028,
100117,Wine item 100117,03 - Wine,05 - Wine subgroup 5,2029,VCO
100117,Wine item 100117,03 - Wine,05 - Wine subgroup 5,2030,
100117,Wine item 100117,03 - Wine,05 - Wine subgroup 5,2031,
100170,Produce item 100170,06 - Produce,03 - Produce subgroup 3,2027,SST
100170,Produce item 100170,06 - Produce,03 - Produce subgroup 3,2028,SST
100170,Produce item 100170,06 - Produce,03 - Produce subgroup 3,2029,VCO
100170,Produce item 100170,06 - Produce,03 - Produce subgroup 3,2030,VCO
100170,Produce item 100170,06 - Produce,03 - Produce subgroup 3,2031,SST
100034,Dairy item 100034,05 - Dairy,04 - Dairy subgroup 4,2027,SST
100034,Dairy item 100034,05 - Dairy,04 - Dairy subgroup 4,2028,
100034,Dairy item 100034,05 - Dairy,04 - Dairy subgroup 4,2029,SST
100034,Dairy item 100034,05 - Dairy,04 - Dairy subgroup 4,2030,SST
100034,Dairy item 100034,05 - Dairy,04 - Dairy subgroup 4,2031,VCO
100184,Sparkling wine item 100184,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2027,
100184,Sparkling wine item 100184,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2028,
100184,Sparkling wine item 100184,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2029,
100184,Sparkling wine item 100184,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2030,SST
100184,Sparkling wine item 100184,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2031,SST
100144,Produce item 100144,06 - Produce,03 - Produce subgroup 3,2027,SST
100144,Produce item 100144,06 - Produce,03 - Produce subgroup 3,2028,SST
100144,Produce item 100144,06 - Produce,03 - Produce subgroup 3,2029,VCO
100144,Produce item 100144,06 - Produce,03 - Produce subgroup 3,2030,VCO
100144,Produce item 100144,06 - Produce,03 - Produce subgroup 3,2031,SST
100107,Sparkling wine item 100107,02 - Sparkling wine,03 - Sparkling wine subgroup 3,2027,
100107,Sparkling wine item 100107,02 - Sparkling wine,03 - Sparkling wine subgroup 3,2028,
100107,Sparkling wine item 100107,02 - Sparkling wine,03 - Sparkling wine subgroup 3,2029,VCO
100107,Sparkling wine item 100107,02 - Sparkling wine,03 - Sparkling wine subgroup 3,2030,
100107,Sparkling wine item 100107,02 - Sparkling wine,03 - Sparkling wine subgroup 3,2031,SST
100087,Wine item 100087,03 - Wine,05 - Wine subgroup 5,2027,
100087,Wine item 100087,03 - Wine,05 - Wine subgroup 5,2028,VCO
100087,Wine item 100087,03 - Wine,05 - Wine subgroup 5,2029,
100087,Wine item 100087,03 - Wine,05 - Wine subgroup 5,2030,SST
100087,Wine item 100087,03 - Wine,05 - Wine subgroup 5,2031,SST
100048,Beverage item 100048,11 - Beverage,05 - Beverage subgroup 5,2027,
100048,Beverage item 100048,11 - Beverage,05 - Beverage subgroup 5,2028,SST
100048,Beverage item 100048,11 - Beverage,05 - Beverage subgroup 5,2029,SST
100048,Beverage item 100048,11 - Beverage,05 - Beverage subgroup 5,2030,VCO
100048,Beverage item 100048,11 - Beverage,05 - Beverage subgroup 5,2031,SST
100044,Dairy item 100044,05 - Dairy,04 - Dairy subgroup 4,2027,VCO
100044,Dairy item 100044,05 - Dairy,04 - Dairy subgroup 4,2028,SST
100044,Dairy item 100044,05 - Dairy,04 - Dairy subgroup 4,2029,
100044,Dairy item 100044,05 - Dairy,04 - Dairy subgroup 4,2030,SST
100044,Dairy item 100044,05 - Dairy,04 - Dairy subgroup 4,2031,VCO
100164,Beverage item 100164,11 - Beverage,01 - Beverage subgroup 1,2027,VCO
100164,Beverage item 100164,11 - Beverage,01 - Beverage subgroup 1,2028,SST
100164,Beverage item 100164,11 - Beverage,01 - Beverage subgroup 1,2029,
100164,Beverage item 100164,11 - Beverage,01 - Beverage subgroup 1,2030,SST
100164,Beverage item 100164,11 - Beverage,01 - Beverage subgroup 1,2031,VCO
100080,Frozen item 100080,08 - Frozen,02 - Frozen subgroup 2,2027,VCO
100080,Frozen item 100080,08 - Frozen,02 - Frozen subgroup 2,2028,SST
100080,Frozen item 100080,08 - Frozen,02 - Frozen subgroup 2,2029,SST
100080,Frozen item 100080,08 - Frozen,02 - Frozen subgroup 2,2030,
100080,Frozen item 100080,08 - Frozen,02 - Frozen subgroup 2,2031,SST
100027,Beer item 100027,04 - Beer,01 - Beer subgroup 1,2027,SST
100027,Beer item 100027,04 - Beer,01 - Beer subgroup 1,2028,SST
100027,Beer item 100027,04 - Beer,01 - Beer subgroup 1,2029,VCO
100027,Beer item 100027,04 - Beer,01 - Beer subgroup 1,2030,SST
100027,Beer item 100027,04 - Beer,01 - Beer subgroup 1,2031,
100139,Beverage item 100139,11 - Beverage,02 - Beverage subgroup 2,2027,
100139,Beverage item 100139,11 - Beverage,02 - Beverage subgroup 2,2028,VCO
100139,Beverage item 100139,11 - Beverage,02 - Beverage subgroup 2,2029,SST
100139,Beverage item 100139,11 - Beverage,02 - Beverage subgroup 2,2030,VCO
100139,Beverage item 100139,11 - Beverage,02 - Beverage subgroup 2,2031,
100148,Sparkling wine item 100148,02 - Sparkling wine,05 - Sparkling wine subgroup 5,2027,
100148,Sparkling wine item 100148,02 - Sparkling wine,05 - Sparkling wine subgroup 5,2028,SST
100148,Sparkling wine item 100148,02 - Sparkling wine,05 - Sparkling wine subgroup 5,2029,
100148,Sparkling wine item 100148,02 - Sparkling wine,05 - Sparkling wine subgroup 5,2030,VCO
100148,Sparkling wine item 100148,02 - Sparkling wine,05 - Sparkling wine subgroup 5,2031,VCO
100196,Seafood item 100196,12 - Seafood,01 - Seafood subgroup 1,2027,VCO
100196,Seafood item 100196,12 - Seafood,01 - Seafood subgroup 1,2028,SST
100196,Seafood item 100196,12 - Seafood,01 - Seafood subgroup 1,2029,
100196,Seafood item 100196,12 - Seafood,01 - Seafood subgroup 1,2030,
100196,Seafood item 100196,12 - Seafood,01 - Seafood subgroup 1,2031,VCO
100137,Beverage item 100137,11 - Beverage,05 - Beverage subgroup 5,2027,SST
100137,Beverage item 100137,11 - Beverage,05 - Beverage subgroup 5,2028,VCO
100137,Beverage item 100137,11 - Beverage,05 - Beverage subgroup 5,2029,
100137,Beverage item 100137,11 - Beverage,05 - Beverage subgroup 5,2030,SST
100137,Beverage item 100137,11 - Beverage,05 - Beverage subgroup 5,2031,VCO
100005,Snacks item 100005,07 - Snacks,01 - Snacks subgroup 1,2027,SST
100005,Snacks item 100005,07 - Snacks,01 - Snacks subgroup 1,2028,VCO
100005,Snacks item 100005,07 - Snacks,01 - Snacks subgroup 1,2029,
100005,Snacks item 100005,07 - Snacks,01 - Snacks subgroup 1,2030,SST
100005,Snacks item 100005,07 - Snacks,01 - Snacks subgroup 1,2031,
100020,Wine item 100020,03 - Wine,05 - Wine subgroup 5,2027,VCO
100020,Wine item 100020,03 - Wine,05 - Wine subgroup 5,2028,SST
100020,Wine item 100020,03 - Wine,05 - Wine subgroup 5,2029,
100020,Wine item 100020,03 - Wine,05 - Wine subgroup 5,2030,
100020,Wine item 100020,03 - Wine,05 - Wine subgroup 5,2031,
100094,Frozen item 100094,08 - Frozen,03 - Frozen subgroup 3,2027,SST
100094,Frozen item 100094,08 - Frozen,03 - Frozen subgroup 3,2028,SST
100094,Frozen item 100094,08 - Frozen,03 - Frozen subgroup 3,2029,SST
100094,Frozen item 100094,08 - Frozen,03 - Frozen subgroup 3,2030,
100094,Frozen item 100094,08 - Frozen,03 - Frozen subgroup 3,2031,SST
100149,Sparkling wine item 100149,02 - Sparkling wine,04 - Sparkling wine subgroup 4,2027,SST
100149,Sparkling wine item 100149,02 - Sparkling wine,04 - Sparkling wine subgroup 4,2028,
100149,Sparkling wine item 100149,02 - Sparkling wine,04 - Sparkling wine subgroup 4,2029,VCO
100149,Sparkling wine item 100149,02 - Sparkling wine,04 - Sparkling wine subgroup 4,2030,
100149,Sparkling wine item 100149,02 - Sparkling wine,04 - Sparkling wine subgroup 4,2031,VCO
100072,Dairy item 100072,05 - Dairy,05 - Dairy subgroup 5,2027,VCO
100072,Dairy item 100072,05 - Dairy,05 - Dairy subgroup 5,2028,
100072,Dairy item 100072,05 - Dairy,05 - Dairy subgroup 5,2029,
100072,Dairy item 100072,05 - Dairy,05 - Dairy subgroup 5,2030,
100072,Dairy item 100072,05 - Dairy,05 - Dairy subgroup 5,2031,VCO
100008,Beverage item 100008,11 - Beverage,02 - Beverage subgroup 2,2027,SST
100008,Beverage item 100008,11 - Beverage,02 - Beverage subgroup 2,2028,
100008,Beverage item 100008,11 - Beverage,02 - Beverage subgroup 2,2029,SST
100008,Beverage item 100008,11 - Beverage,02 - Beverage subgroup 2,2030,VCO
100008,Beverage item 100008,11 - Beverage,02 - Beverage subgroup 2,2031,VCO
100038,Seafood item 100038,12 - Seafood,05 - Seafood subgroup 5,2027,SST
100038,Seafood item 100038,12 - Seafood,05 - Seafood subgroup 5,2028,SST
100038,Seafood item 100038,12 - Seafood,05 - Seafood subgroup 5,2029,SST
100038,Seafood item 100038,12 - Seafood,05 - Seafood subgroup 5,2030,VCO
100038,Seafood item 100038,12 - Seafood,05 - Seafood subgroup 5,2031,
100011,Snacks item 100011,07 - Snacks,03 - Snacks subgroup 3,2027,
100011,Snacks item 100011,07 - Snacks,03 - Snacks subgroup 3,2028,SST
100011,Snacks item 100011,07 - Snacks,03 - Snacks subgroup 3,2029,SST
100011,Snacks item 100011,07 - Snacks,03 - Snacks subgroup 3,2030,SST
100011,Snacks item 100011,07 - Snacks,03 - Snacks subgroup 3,2031,SST
100050,Dairy item 100050,05 - Dairy,03 - Dairy subgroup 3,2027,SST
100050,Dairy item 100050,05 - Dairy,03 - Dairy subgroup 3,2028,
100050,Dairy item 100050,05 - Dairy,03 - Dairy subgroup 3,2029,
100050,Dairy item 100050,05 - Dairy,03 - Dairy subgroup 3,2030,VCO
100050,Dairy item 100050,05 - Dairy,03 - Dairy subgroup 3,2031,SST
100089,Bakery item 100089,01 - Bakery,03 - Bakery subgroup 3,2027,VCO
100089,Bakery item 100089,01 - Bakery,03 - Bakery subgroup 3,2028,SST
100089,Bakery item 100089,01 - Bakery,03 - Bakery subgroup 3,2029,
100089,Bakery item 100089,01 - Bakery,03 - Bakery subgroup 3,2030,SST
100089,Bakery item 100089,01 - Bakery,03 - Bakery subgroup 3,2031,SST
100160,Snacks item 100160,07 - Snacks,05 - Snacks subgroup 5,2027,
100160,Snacks item 100160,07 - Snacks,05 - Snacks subgroup 5,2028,
100160,Snacks item 100160,07 - Snacks,05 - Snacks subgroup 5,2029,SST
100160,Snacks item 100160,07 - Snacks,05 - Snacks subgroup 5,2030,
100160,Snacks item 100160,07 - Snacks,05 - Snacks subgroup 5,2031,VCO
100017,Sparkling wine item 100017,02 - Sparkling wine,04 - Sparkling wine subgroup 4,2027,
100017,Sparkling wine item 100017,02 - Sparkling wine,04 - Sparkling wine subgroup 4,2028,SST
100017,Sparkling wine item 100017,02 - Sparkling wine,04 - Sparkling wine subgroup 4,2029,SST
100017,Sparkling wine item 100017,02 - Sparkling wine,04 - Sparkling wine subgroup 4,2030,SST
100017,Sparkling wine item 100017,02 - Sparkling wine,04 - Sparkling wine subgroup 4,2031,SST
100092,Beverage item 100092,11 - Beverage,01 - Beverage subgroup 1,2027,VCO
100092,Beverage item 100092,11 - Beverage,01 - Beverage subgroup 1,2028,SST
100092,Beverage item 100092,11 - Beverage,01 - Beverage subgroup 1,2029,
100092,Beverage item 100092,11 - Beverage,01 - Beverage subgroup 1,2030,
100092,Beverage item 100092,11 - Beverage,01 - Beverage subgroup 1,2031,
100071,Frozen item 100071,08 - Frozen,02 - Frozen subgroup 2,2027,SST
100071,Frozen item 100071,08 - Frozen,02 - Frozen subgroup 2,2028,SST
100071,Frozen item 100071,08 - Frozen,02 - Frozen subgroup 2,2029,VCO
100071,Frozen item 100071,08 - Frozen,02 - Frozen subgroup 2,2030,
100071,Frozen item 100071,08 - Frozen,02 - Frozen subgroup 2,2031,VCO
100035,Sparkling wine item 100035,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2027,
100035,Sparkling wine item 100035,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2028,SST
100035,Sparkling wine item 100035,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2029,VCO
100035,Sparkling wine item 100035,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2030,VCO
100035,Sparkling wine item 100035,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2031,SST
100055,Bakery item 100055,01 - Bakery,03 - Bakery subgroup 3,2027,SST
100055,Bakery item 100055,01 - Bakery,03 - Bakery subgroup 3,2028,VCO
100055,Bakery item 100055,01 - Bakery,03 - Bakery subgroup 3,2029,SST
100055,Bakery item 100055,01 - Bakery,03 - Bakery subgroup 3,2030,SST
100055,Bakery item 100055,01 - Bakery,03 - Bakery subgroup 3,2031,
100026,Snacks item 100026,07 - Snacks,03 - Snacks subgroup 3,2027,VCO
100026,Snacks item 100026,07 - Snacks,03 - Snacks subgroup 3,2028,SST
100026,Snacks item 100026,07 - Snacks,03 - Snacks subgroup 3,2029,SST
100026,Snacks item 100026,07 - Snacks,03 - Snacks subgroup 3,2030,SST
100026,Snacks item 100026,07 - Snacks,03 - Snacks subgroup 3,2031,VCO
100193,Beverage item 100193,11 - Beverage,03 - Beverage subgroup 3,2027,
100193,Beverage item 100193,11 - Beverage,03 - Beverage subgroup 3,2028,SST
100193,Beverage item 100193,11 - Beverage,03 - Beverage subgroup 3,2029,VCO
100193,Beverage item 100193,11 - Beverage,03 - Beverage subgroup 3,2030,VCO
100193,Beverage item 100193,11 - Beverage,03 - Beverage subgroup 3,2031,SST
100064,Meat item 100064,09 - Meat,01 - Meat subgroup 1,2027,VCO
100064,Meat item 100064,09 - Meat,01 - Meat subgroup 1,2028,
100064,Meat item 100064,09 - Meat,01 - Meat subgroup 1,2029,SST
100064,Meat item 100064,09 - Meat,01 - Meat subgroup 1,2030,SST
100064,Meat item 100064,09 - Meat,01 - Meat subgroup 1,2031,
100040,Frozen item 100040,08 - Frozen,05 - Frozen subgroup 5,2027,SST
100040,Frozen item 100040,08 - Frozen,05 - Frozen subgroup 5,2028,
100040,Frozen item 100040,08 - Frozen,05 - Frozen subgroup 5,2029,SST
100040,Frozen item 100040,08 - Frozen,05 - Frozen subgroup 5,2030,SST
100040,Frozen item 100040,08 - Frozen,05 - Frozen subgroup 5,2031,SST
100154,Produce item 100154,06 - Produce,04 - Produce subgroup 4,2027,
100154,Produce item 100154,06 - Produce,04 - Produce subgroup 4,2028,VCO
100154,Produce item 100154,06 - Produce,04 - Produce subgroup 4,2029,VCO
100154,Produce item 100154,06 - Produce,04 - Produce subgroup 4,2030,SST
100154,Produce item 100154,06 - Produce,04 - Produce subgroup 4,2031,VCO
100135,Confectionery item 100135,10 - Confectionery,04 - Confectionery subgroup 4,2027,VCO
100135,Confectionery item 100135,10 - Confectionery,04 - Confectionery subgroup 4,2028,SST
100135,Confectionery item 100135,10 - Confectionery,04 - Confectionery subgroup 4,2029,SST
100135,Confectionery item 100135,10 - Confectionery,04 - Confectionery subgroup 4,2030,
100135,Confectionery item 100135,10 - Confectionery,04 - Confectionery subgroup 4,2031,SST
100159,Frozen item 100159,08 - Frozen,03 - Frozen subgroup 3,2027,SST
100159,Frozen item 100159,08 - Frozen,03 - Frozen subgroup 3,2028,SST
100159,Frozen item 100159,08 - Frozen,03 - Frozen subgroup 3,2029,VCO
100159,Frozen item 100159,08 - Frozen,03 - Frozen subgroup 3,2030,SST
100159,Frozen item 100159,08 - Frozen,03 - Frozen subgroup 3,2031,VCO
100033,Beer item 100033,04 - Beer,02 - Beer subgroup 2,2027,SST
100033,Beer item 100033,04 - Beer,02 - Beer subgroup 2,2028,VCO
100033,Beer item 100033,04 - Beer,02 - Beer subgroup 2,2029,VCO
100033,Beer item 100033,04 - Beer,02 - Beer subgroup 2,2030,SST
100033,Beer item 100033,04 - Beer,02 - Beer subgroup 2,2031,
100057,Snacks item 100057,07 - Snacks,01 - Snacks subgroup 1,2027,SST
100057,Snacks item 100057,07 - Snacks,01 - Snacks subgroup 1,2028,SST
100057,Snacks item 100057,07 - Snacks,01 - Snacks subgroup 1,2029,SST
100057,Snacks item 100057,07 - Snacks,01 - Snacks subgroup 1,2030,VCO
100057,Snacks item 100057,07 - Snacks,01 - Snacks subgroup 1,2031,VCO
100121,Beer item 100121,04 - Beer,02 - Beer subgroup 2,2027,
100121,Beer item 100121,04 - Beer,02 - Beer subgroup 2,2028,
100121,Beer item 100121,04 - Beer,02 - Beer subgroup 2,2029,SST
100121,Beer item 100121,04 - Beer,02 - Beer subgroup 2,2030,VCO
100121,Beer item 100121,04 - Beer,02 - Beer subgroup 2,2031,VCO
100031,Sparkling wine item 100031,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2027,SST
100031,Sparkling wine item 100031,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2028,SST
100031,Sparkling wine item 100031,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2029,SST
100031,Sparkling wine item 100031,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2030,VCO
100031,Sparkling wine item 100031,02 - Sparkling wine,01 - Sparkling wine subgroup 1,2031,SST
100041,Sparkling wine item 100041,02 - Sparkling wine,05 - Sparkling wine subgroup 5,2027,
100041,Sparkling wine item 100041,02 - Sparkling wine,05 - Sparkling wine subgroup 5,2028,SST
100041,Sparkling wine item 100041,02 - Sparkling wine,05 - Sparkling wine subgroup 5,2029,SST
100041,Sparkling wine item 100041,02 - Sparkling wine,05 - Sparkling wine subgroup 5,2030,
100041,Sparkling wine item 100041,02 - Sparkling wine,05 - Sparkling wine subgroup 5,2031,VCO
